ファイル名=[LCLA-16M_SN取得_TESTP2_20161114101257_LCLA-16M.csv]
画像サイズ=(16920/500) 平均範囲=(0/16383)
LvlAve=[127.50]/SD_Ave=[0.000000]/SD_Max=[0.000000]at[0]pix
No.,LvAve,SD
187,187.00,0.000000
188,188.00,0.000000
189,189.00,0.000000
190,190.00,0.000000
191,191.00,0.000000
192,192.00,0.000000
193,193.00,0.000000
194,194.00,0.000000
195,195.00,0.000000
196,196.00,0.000000
197,197.00,0.000000
198,198.00,0.000000
199,199.00,0.000000
200,200.00,0.000000
201,201.00,0.000000
202,202.00,0.000000
203,203.00,0.000000
204,204.00,0.000000
205,205.00,0.000000
206,206.00,0.000000
207,207.00,0.000000
208,208.00,0.000000
209,209.00,0.000000
210,210.00,0.000000
211,211.00,0.000000
212,212.00,0.000000
213,213.00,0.000000
214,214.00,0.000000
215,215.00,0.000000
216,216.00,0.000000
217,217.00,0.000000
218,218.00,0.000000
219,219.00,0.000000
220,220.00,0.000000
221,221.00,0.000000
222,222.00,0.000000
223,223.00,0.000000
224,224.00,0.000000
225,225.00,0.000000
226,226.00,0.000000
227,227.00,0.000000
228,228.00,0.000000
229,229.00,0.000000
230,230.00,0.000000
231,231.00,0.000000
232,232.00,0.000000
233,233.00,0.000000
234,234.00,0.000000
235,235.00,0.000000
236,236.00,0.000000
237,237.00,0.000000
238,238.00,0.000000
239,239.00,0.000000
240,240.00,0.000000
241,241.00,0.000000
242,242.00,0.000000
243,243.00,0.000000
244,244.00,0.000000
245,245.00,0.000000
246,246.00,0.000000
247,247.00,0.000000
248,248.00,0.000000
249,249.00,0.000000
250,250.00,0.000000
251,251.00,0.000000
252,252.00,0.000000
253,253.00,0.000000
254,254.00,0.000000
255,255.00,0.000000
256,0.00,0.000000
257,1.00,0.000000
258,2.00,0.000000
259,3.00,0.000000
260,4.00,0.000000
261,5.00,0.000000
262,6.00,0.000000
263,7.00,0.000000
264,8.00,0.000000
265,9.00,0.000000
266,10.00,0.000000
267,11.00,0.000000
268,12.00,0.000000
269,13.00,0.000000
270,14.00,0.000000
271,15.00,0.000000
272,16.00,0.000000
273,17.00,0.000000
274,18.00,0.000000
275,19.00,0.000000
276,20.00,0.000000
277,21.00,0.000000
278,22.00,0.000000
279,23.00,0.000000
280,24.00,0.000000
281,25.00,0.000000
282,26.00,0.000000
283,27.00,0.000000
284,28.00,0.000000
285,29.00,0.000000
286,30.00,0.000000
287,31.00,0.000000
288,32.00,0.000000
289,33.00,0.000000
290,34.00,0.000000
291,35.00,0.000000
292,36.00,0.000000
293,37.00,0.000000
294,38.00,0.000000
295,39.00,0.000000
296,40.00,0.000000
297,41.00,0.000000
298,42.00,0.000000
299,43.00,0.000000
300,44.00,0.000000
301,45.00,0.000000
302,46.00,0.000000
303,47.00,0.000000
304,48.00,0.000000
305,49.00,0.000000
306,50.00,0.000000
307,51.00,0.000000
308,52.00,0.000000
309,53.00,0.000000
310,54.00,0.000000
311,55.00,0.000000
312,56.00,0.000000
313,57.00,0.000000
314,58.00,0.000000
315,59.00,0.000000
316,60.00,0.000000
317,61.00,0.000000
318,62.00,0.000000
319,63.00,0.000000
320,64.00,0.000000
321,65.00,0.000000
322,66.00,0.000000
323,67.00,0.000000
324,68.00,0.000000
325,69.00,0.000000
326,70.00,0.000000
327,71.00,0.000000
328,72.00,0.000000
329,73.00,0.000000
330,74.00,0.000000
331,75.00,0.000000
332,76.00,0.000000
333,77.00,0.000000
334,78.00,0.000000
335,79.00,0.000000
336,80.00,0.000000
337,81.00,0.000000
338,82.00,0.000000
339,83.00,0.000000
340,84.00,0.000000
341,85.00,0.000000
342,86.00,0.000000
343,87.00,0.000000
344,88.00,0.000000
345,89.00,0.000000
346,90.00,0.000000
347,91.00,0.000000
348,92.00,0.000000
349,93.00,0.000000
350,94.00,0.000000
351,95.00,0.000000
352,96.00,0.000000
353,97.00,0.000000
354,98.00,0.000000
355,99.00,0.000000
356,100.00,0.000000
357,101.00,0.000000
358,102.00,0.000000
359,103.00,0.000000
360,104.00,0.000000
361,105.00,0.000000
362,106.00,0.000000
363,107.00,0.000000
364,108.00,0.000000
365,109.00,0.000000
366,110.00,0.000000
367,111.00,0.000000
368,112.00,0.000000
369,113.00,0.000000
370,114.00,0.000000
371,115.00,0.000000
372,116.00,0.000000
373,117.00,0.000000
374,118.00,0.000000
375,119.00,0.000000
376,120.00,0.000000
377,121.00,0.000000
378,122.00,0.000000
379,123.00,0.000000
380,124.00,0.000000
381,125.00,0.000000
382,126.00,0.000000
383,127.00,0.000000
384,128.00,0.000000
385,129.00,0.000000
386,130.00,0.000000
387,131.00,0.000000
388,132.00,0.000000
389,133.00,0.000000
390,134.00,0.000000
391,135.00,0.000000
392,136.00,0.000000
393,137.00,0.000000
394,138.00,0.000000
395,139.00,0.000000
396,140.00,0.000000
397,141.00,0.000000
398,142.00,0.000000
399,143.00,0.000000
400,144.00,0.000000
401,145.00,0.000000
402,146.00,0.000000
403,147.00,0.000000
404,148.00,0.000000
405,149.00,0.000000
406,150.00,0.000000
407,151.00,0.000000
408,152.00,0.000000
409,153.00,0.000000
410,154.00,0.000000
411,155.00,0.000000
412,156.00,0.000000
413,157.00,0.000000
414,158.00,0.000000
415,159.00,0.000000
416,160.00,0.000000
417,161.00,0.000000
418,162.00,0.000000
419,163.00,0.000000
420,164.00,0.000000
421,165.00,0.000000
422,166.00,0.000000
423,167.00,0.000000
424,168.00,0.000000
425,169.00,0.000000
426,170.00,0.000000
427,171.00,0.000000
428,172.00,0.000000
429,173.00,0.000000
430,174.00,0.000000
431,175.00,0.000000
432,176.00,0.000000
433,177.00,0.000000
434,178.00,0.000000
435,179.00,0.000000
436,180.00,0.000000
437,181.00,0.000000
438,182.00,0.000000
439,183.00,0.000000
440,184.00,0.000000
441,185.00,0.000000
442,186.00,0.000000
443,187.00,0.000000
444,188.00,0.000000
445,189.00,0.000000
446,190.00,0.000000
447,191.00,0.000000
448,192.00,0.000000
449,193.00,0.000000
450,194.00,0.000000
451,195.00,0.000000
452,196.00,0.000000
453,197.00,0.000000
454,198.00,0.000000
455,199.00,0.000000
456,200.00,0.000000
457,201.00,0.000000
458,202.00,0.000000
459,203.00,0.000000
460,204.00,0.000000
461,205.00,0.000000
462,206.00,0.000000
463,207.00,0.000000
464,208.00,0.000000
465,209.00,0.000000
466,210.00,0.000000
467,211.00,0.000000
468,212.00,0.000000
469,213.00,0.000000
470,214.00,0.000000
471,215.00,0.000000
472,216.00,0.000000
473,217.00,0.000000
474,218.00,0.000000
475,219.00,0.000000
476,220.00,0.000000
477,221.00,0.000000
478,222.00,0.000000
479,223.00,0.000000
480,224.00,0.000000
481,225.00,0.000000
482,226.00,0.000000
483,227.00,0.000000
484,228.00,0.000000
485,229.00,0.000000
486,230.00,0.000000
487,231.00,0.000000
488,232.00,0.000000
489,233.00,0.000000
490,234.00,0.000000
491,235.00,0.000000
492,236.00,0.000000
493,237.00,0.000000
494,238.00,0.000000
495,239.00,0.000000
496,240.00,0.000000
497,241.00,0.000000
498,242.00,0.000000
499,243.00,0.000000
500,244.00,0.000000
501,245.00,0.000000
502,246.00,0.000000
503,247.00,0.000000
504,248.00,0.000000
505,249.00,0.000000
506,250.00,0.000000
507,251.00,0.000000
508,252.00,0.000000
509,253.00,0.000000
510,254.00,0.000000
511,255.00,0.000000
512,0.00,0.000000
513,1.00,0.000000
514,2.00,0.000000
515,3.00,0.000000
516,4.00,0.000000
517,5.00,0.000000
518,6.00,0.000000
519,7.00,0.000000
520,8.00,0.000000
521,9.00,0.000000
522,10.00,0.000000
523,11.00,0.000000
524,12.00,0.000000
525,13.00,0.000000
526,14.00,0.000000
527,15.00,0.000000
528,16.00,0.000000
529,17.00,0.000000
530,18.00,0.000000
531,19.00,0.000000
532,20.00,0.000000
533,21.00,0.000000
534,22.00,0.000000
535,23.00,0.000000
536,24.00,0.000000
537,25.00,0.000000
538,26.00,0.000000
539,27.00,0.000000
540,28.00,0.000000
541,29.00,0.000000
542,30.00,0.000000
543,31.00,0.000000
544,32.00,0.000000
545,33.00,0.000000
546,34.00,0.000000
547,35.00,0.000000
548,36.00,0.000000
549,37.00,0.000000
550,38.00,0.000000
551,39.00,0.000000
552,40.00,0.000000
553,41.00,0.000000
554,42.00,0.000000
555,43.00,0.000000
556,44.00,0.000000
557,45.00,0.000000
558,46.00,0.000000
559,47.00,0.000000
560,48.00,0.000000
561,49.00,0.000000
562,50.00,0.000000
563,51.00,0.000000
564,52.00,0.000000
565,53.00,0.000000
566,54.00,0.000000
567,55.00,0.000000
568,56.00,0.000000
569,57.00,0.000000
570,58.00,0.000000
571,59.00,0.000000
572,60.00,0.000000
573,61.00,0.000000
574,62.00,0.000000
575,63.00,0.000000
576,64.00,0.000000
577,65.00,0.000000
578,66.00,0.000000
579,67.00,0.000000
580,68.00,0.000000
581,69.00,0.000000
582,70.00,0.000000
583,71.00,0.000000
584,72.00,0.000000
585,73.00,0.000000
586,74.00,0.000000
587,75.00,0.000000
588,76.00,0.000000
589,77.00,0.000000
590,78.00,0.000000
591,79.00,0.000000
592,80.00,0.000000
593,81.00,0.000000
594,82.00,0.000000
595,83.00,0.000000
596,84.00,0.000000
597,85.00,0.000000
598,86.00,0.000000
599,87.00,0.000000
600,88.00,0.000000
601,89.00,0.000000
602,90.00,0.000000
603,91.00,0.000000
604,92.00,0.000000
605,93.00,0.000000
606,94.00,0.000000
607,95.00,0.000000
608,96.00,0.000000
609,97.00,0.000000
610,98.00,0.000000
611,99.00,0.000000
612,100.00,0.000000
613,101.00,0.000000
614,102.00,0.000000
615,103.00,0.000000
616,104.00,0.000000
617,105.00,0.000000
618,106.00,0.000000
619,107.00,0.000000
620,108.00,0.000000
621,109.00,0.000000
622,110.00,0.000000
623,111.00,0.000000
624,112.00,0.000000
625,113.00,0.000000
626,114.00,0.000000
627,115.00,0.000000
628,116.00,0.000000
629,117.00,0.000000
630,118.00,0.000000
631,119.00,0.000000
632,120.00,0.000000
633,121.00,0.000000
634,122.00,0.000000
635,123.00,0.000000
636,124.00,0.000000
637,125.00,0.000000
638,126.00,0.000000
639,127.00,0.000000
640,128.00,0.000000
641,129.00,0.000000
642,130.00,0.000000
643,131.00,0.000000
644,132.00,0.000000
645,133.00,0.000000
646,134.00,0.000000
647,135.00,0.000000
648,136.00,0.000000
649,137.00,0.000000
650,138.00,0.000000
651,139.00,0.000000
652,140.00,0.000000
653,141.00,0.000000
654,142.00,0.000000
655,143.00,0.000000
656,144.00,0.000000
657,145.00,0.000000
658,146.00,0.000000
659,147.00,0.000000
660,148.00,0.000000
661,149.00,0.000000
662,150.00,0.000000
663,151.00,0.000000
664,152.00,0.000000
665,153.00,0.000000
666,154.00,0.000000
667,155.00,0.000000
668,156.00,0.000000
669,157.00,0.000000
670,158.00,0.000000
671,159.00,0.000000
672,160.00,0.000000
673,161.00,0.000000
674,162.00,0.000000
675,163.00,0.000000
676,164.00,0.000000
677,165.00,0.000000
678,166.00,0.000000
679,167.00,0.000000
680,168.00,0.000000
681,169.00,0.000000
682,170.00,0.000000
683,171.00,0.000000
684,172.00,0.000000
685,173.00,0.000000
686,174.00,0.000000
687,175.00,0.000000
688,176.00,0.000000
689,177.00,0.000000
690,178.00,0.000000
691,179.00,0.000000
692,180.00,0.000000
693,181.00,0.000000
694,182.00,0.000000
695,183.00,0.000000
696,184.00,0.000000
697,185.00,0.000000
698,186.00,0.000000
699,187.00,0.000000
700,188.00,0.000000
701,189.00,0.000000
702,190.00,0.000000
703,191.00,0.000000
704,192.00,0.000000
705,193.00,0.000000
706,194.00,0.000000
707,195.00,0.000000
708,196.00,0.000000
709,197.00,0.000000
710,198.00,0.000000
711,199.00,0.000000
712,200.00,0.000000
713,201.00,0.000000
714,202.00,0.000000
715,203.00,0.000000
716,204.00,0.000000
717,205.00,0.000000
718,206.00,0.000000
719,207.00,0.000000
720,208.00,0.000000
721,209.00,0.000000
722,210.00,0.000000
723,211.00,0.000000
724,212.00,0.000000
725,213.00,0.000000
726,214.00,0.000000
727,215.00,0.000000
728,216.00,0.000000
729,217.00,0.000000
730,218.00,0.000000
731,219.00,0.000000
732,220.00,0.000000
733,221.00,0.000000
734,222.00,0.000000
735,223.00,0.000000
736,224.00,0.000000
737,225.00,0.000000
738,226.00,0.000000
739,227.00,0.000000
740,228.00,0.000000
741,229.00,0.000000
742,230.00,0.000000
743,231.00,0.000000
744,232.00,0.000000
745,233.00,0.000000
746,234.00,0.000000
747,235.00,0.000000
748,236.00,0.000000
749,237.00,0.000000
750,238.00,0.000000
751,239.00,0.000000
752,240.00,0.000000
753,241.00,0.000000
754,242.00,0.000000
755,243.00,0.000000
756,244.00,0.000000
757,245.00,0.000000
758,246.00,0.000000
759,247.00,0.000000
760,248.00,0.000000
761,249.00,0.000000
762,250.00,0.000000
763,251.00,0.000000
764,252.00,0.000000
765,253.00,0.000000
766,254.00,0.000000
767,255.00,0.000000
768,0.00,0.000000
769,1.00,0.000000
770,2.00,0.000000
771,3.00,0.000000
772,4.00,0.000000
773,5.00,0.000000
774,6.00,0.000000
775,7.00,0.000000
776,8.00,0.000000
777,9.00,0.000000
778,10.00,0.000000
779,11.00,0.000000
780,12.00,0.000000
781,13.00,0.000000
782,14.00,0.000000
783,15.00,0.000000
784,16.00,0.000000
785,17.00,0.000000
786,18.00,0.000000
787,19.00,0.000000
788,20.00,0.000000
789,21.00,0.000000
790,22.00,0.000000
791,23.00,0.000000
792,24.00,0.000000
793,25.00,0.000000
794,26.00,0.000000
795,27.00,0.000000
796,28.00,0.000000
797,29.00,0.000000
798,30.00,0.000000
799,31.00,0.000000
800,32.00,0.000000
801,33.00,0.000000
802,34.00,0.000000
803,35.00,0.000000
804,36.00,0.000000
805,37.00,0.000000
806,38.00,0.000000
807,39.00,0.000000
808,40.00,0.000000
809,41.00,0.000000
810,42.00,0.000000
811,43.00,0.000000
812,44.00,0.000000
813,45.00,0.000000
814,46.00,0.000000
815,47.00,0.000000
816,48.00,0.000000
817,49.00,0.000000
818,50.00,0.000000
819,51.00,0.000000
820,52.00,0.000000
821,53.00,0.000000
822,54.00,0.000000
823,55.00,0.000000
824,56.00,0.000000
825,57.00,0.000000
826,58.00,0.000000
827,59.00,0.000000
828,60.00,0.000000
829,61.00,0.000000
830,62.00,0.000000
831,63.00,0.000000
832,64.00,0.000000
833,65.00,0.000000
834,66.00,0.000000
835,67.00,0.000000
836,68.00,0.000000
837,69.00,0.000000
838,70.00,0.000000
839,71.00,0.000000
840,72.00,0.000000
841,73.00,0.000000
842,74.00,0.000000
843,75.00,0.000000
844,76.00,0.000000
845,77.00,0.000000
846,78.00,0.000000
847,79.00,0.000000
848,80.00,0.000000
849,81.00,0.000000
850,82.00,0.000000
851,83.00,0.000000
852,84.00,0.000000
853,85.00,0.000000
854,86.00,0.000000
855,87.00,0.000000
856,88.00,0.000000
857,89.00,0.000000
858,90.00,0.000000
859,91.00,0.000000
860,92.00,0.000000
861,93.00,0.000000
862,94.00,0.000000
863,95.00,0.000000
864,96.00,0.000000
865,97.00,0.000000
866,98.00,0.000000
867,99.00,0.000000
868,100.00,0.000000
869,101.00,0.000000
870,102.00,0.000000
871,103.00,0.000000
872,104.00,0.000000
873,105.00,0.000000
874,106.00,0.000000
875,107.00,0.000000
876,108.00,0.000000
877,109.00,0.000000
878,110.00,0.000000
879,111.00,0.000000
880,112.00,0.000000
881,113.00,0.000000
882,114.00,0.000000
883,115.00,0.000000
884,116.00,0.000000
885,117.00,0.000000
886,118.00,0.000000
887,119.00,0.000000
888,120.00,0.000000
889,121.00,0.000000
890,122.00,0.000000
891,123.00,0.000000
892,124.00,0.000000
893,125.00,0.000000
894,126.00,0.000000
895,127.00,0.000000
896,128.00,0.000000
897,129.00,0.000000
898,130.00,0.000000
899,131.00,0.000000
900,132.00,0.000000
901,133.00,0.000000
902,134.00,0.000000
903,135.00,0.000000
904,136.00,0.000000
905,137.00,0.000000
906,138.00,0.000000
907,139.00,0.000000
908,140.00,0.000000
909,141.00,0.000000
910,142.00,0.000000
911,143.00,0.000000
912,144.00,0.000000
913,145.00,0.000000
914,146.00,0.000000
915,147.00,0.000000
916,148.00,0.000000
917,149.00,0.000000
918,150.00,0.000000
919,151.00,0.000000
920,152.00,0.000000
921,153.00,0.000000
922,154.00,0.000000
923,155.00,0.000000
924,156.00,0.000000
925,157.00,0.000000
926,158.00,0.000000
927,159.00,0.000000
928,160.00,0.000000
929,161.00,0.000000
930,162.00,0.000000
931,163.00,0.000000
932,164.00,0.000000
933,165.00,0.000000
934,166.00,0.000000
935,167.00,0.000000
936,168.00,0.000000
937,169.00,0.000000
938,170.00,0.000000
939,171.00,0.000000
940,172.00,0.000000
941,173.00,0.000000
942,174.00,0.000000
943,175.00,0.000000
944,176.00,0.000000
945,177.00,0.000000
946,178.00,0.000000
947,179.00,0.000000
948,180.00,0.000000
949,181.00,0.000000
950,182.00,0.000000
951,183.00,0.000000
952,184.00,0.000000
953,185.00,0.000000
954,186.00,0.000000
955,187.00,0.000000
956,188.00,0.000000
957,189.00,0.000000
958,190.00,0.000000
959,191.00,0.000000
960,192.00,0.000000
961,193.00,0.000000
962,194.00,0.000000
963,195.00,0.000000
964,196.00,0.000000
965,197.00,0.000000
966,198.00,0.000000
967,199.00,0.000000
968,200.00,0.000000
969,201.00,0.000000
970,202.00,0.000000
971,203.00,0.000000
972,204.00,0.000000
973,205.00,0.000000
974,206.00,0.000000
975,207.00,0.000000
976,208.00,0.000000
977,209.00,0.000000
978,210.00,0.000000
979,211.00,0.000000
980,212.00,0.000000
981,213.00,0.000000
982,214.00,0.000000
983,215.00,0.000000
984,216.00,0.000000
985,217.00,0.000000
986,218.00,0.000000
987,219.00,0.000000
988,220.00,0.000000
989,221.00,0.000000
990,222.00,0.000000
991,223.00,0.000000
992,224.00,0.000000
993,225.00,0.000000
994,226.00,0.000000
995,227.00,0.000000
996,228.00,0.000000
997,229.00,0.000000
998,230.00,0.000000
999,231.00,0.000000
1000,232.00,0.000000
1001,233.00,0.000000
1002,234.00,0.000000
1003,235.00,0.000000
1004,236.00,0.000000
1005,237.00,0.000000
1006,238.00,0.000000
1007,239.00,0.000000
1008,240.00,0.000000
1009,241.00,0.000000
1010,242.00,0.000000
1011,243.00,0.000000
1012,244.00,0.000000
1013,245.00,0.000000
1014,246.00,0.000000
1015,247.00,0.000000
1016,248.00,0.000000
1017,249.00,0.000000
1018,250.00,0.000000
1019,251.00,0.000000
1020,252.00,0.000000
1021,253.00,0.000000
1022,254.00,0.000000
1023,255.00,0.000000
1024,0.00,0.000000
1025,1.00,0.000000
1026,2.00,0.000000
1027,3.00,0.000000
1028,4.00,0.000000
1029,5.00,0.000000
1030,6.00,0.000000
1031,7.00,0.000000
1032,8.00,0.000000
1033,9.00,0.000000
1034,10.00,0.000000
1035,11.00,0.000000
1036,12.00,0.000000
1037,13.00,0.000000
1038,14.00,0.000000
1039,15.00,0.000000
1040,16.00,0.000000
1041,17.00,0.000000
1042,18.00,0.000000
1043,19.00,0.000000
1044,20.00,0.000000
1045,21.00,0.000000
1046,22.00,0.000000
1047,23.00,0.000000
1048,24.00,0.000000
1049,25.00,0.000000
1050,26.00,0.000000
1051,27.00,0.000000
1052,28.00,0.000000
1053,29.00,0.000000
1054,30.00,0.000000
1055,31.00,0.000000
1056,32.00,0.000000
1057,33.00,0.000000
1058,34.00,0.000000
1059,35.00,0.000000
1060,36.00,0.000000
1061,37.00,0.000000
1062,38.00,0.000000
1063,39.00,0.000000
1064,40.00,0.000000
1065,41.00,0.000000
1066,42.00,0.000000
1067,43.00,0.000000
1068,44.00,0.000000
1069,45.00,0.000000
1070,46.00,0.000000
1071,47.00,0.000000
1072,48.00,0.000000
1073,49.00,0.000000
1074,50.00,0.000000
1075,51.00,0.000000
1076,52.00,0.000000
1077,53.00,0.000000
1078,54.00,0.000000
1079,55.00,0.000000
1080,56.00,0.000000
1081,57.00,0.000000
1082,58.00,0.000000
1083,59.00,0.000000
1084,60.00,0.000000
1085,61.00,0.000000
1086,62.00,0.000000
1087,63.00,0.000000
1088,64.00,0.000000
1089,65.00,0.000000
1090,66.00,0.000000
1091,67.00,0.000000
1092,68.00,0.000000
1093,69.00,0.000000
1094,70.00,0.000000
1095,71.00,0.000000
1096,72.00,0.000000
1097,73.00,0.000000
1098,74.00,0.000000
1099,75.00,0.000000
1100,76.00,0.000000
1101,77.00,0.000000
1102,78.00,0.000000
1103,79.00,0.000000
1104,80.00,0.000000
1105,81.00,0.000000
1106,82.00,0.000000
1107,83.00,0.000000
1108,84.00,0.000000
1109,85.00,0.000000
1110,86.00,0.000000
1111,87.00,0.000000
1112,88.00,0.000000
1113,89.00,0.000000
1114,90.00,0.000000
1115,91.00,0.000000
1116,92.00,0.000000
1117,93.00,0.000000
1118,94.00,0.000000
1119,95.00,0.000000
1120,96.00,0.000000
1121,97.00,0.000000
1122,98.00,0.000000
1123,99.00,0.000000
1124,100.00,0.000000
1125,101.00,0.000000
1126,102.00,0.000000
1127,103.00,0.000000
1128,104.00,0.000000
1129,105.00,0.000000
1130,106.00,0.000000
1131,107.00,0.000000
1132,108.00,0.000000
1133,109.00,0.000000
1134,110.00,0.000000
1135,111.00,0.000000
1136,112.00,0.000000
1137,113.00,0.000000
1138,114.00,0.000000
1139,115.00,0.000000
1140,116.00,0.000000
1141,117.00,0.000000
1142,118.00,0.000000
1143,119.00,0.000000
1144,120.00,0.000000
1145,121.00,0.000000
1146,122.00,0.000000
1147,123.00,0.000000
1148,124.00,0.000000
1149,125.00,0.000000
1150,126.00,0.000000
1151,127.00,0.000000
1152,128.00,0.000000
1153,129.00,0.000000
1154,130.00,0.000000
1155,131.00,0.000000
1156,132.00,0.000000
1157,133.00,0.000000
1158,134.00,0.000000
1159,135.00,0.000000
1160,136.00,0.000000
1161,137.00,0.000000
1162,138.00,0.000000
1163,139.00,0.000000
1164,140.00,0.000000
1165,141.00,0.000000
1166,142.00,0.000000
1167,143.00,0.000000
1168,144.00,0.000000
1169,145.00,0.000000
1170,146.00,0.000000
1171,147.00,0.000000
1172,148.00,0.000000
1173,149.00,0.000000
1174,150.00,0.000000
1175,151.00,0.000000
1176,152.00,0.000000
1177,153.00,0.000000
1178,154.00,0.000000
1179,155.00,0.000000
1180,156.00,0.000000
1181,157.00,0.000000
1182,158.00,0.000000
1183,159.00,0.000000
1184,160.00,0.000000
1185,161.00,0.000000
1186,162.00,0.000000
1187,163.00,0.000000
1188,164.00,0.000000
1189,165.00,0.000000
1190,166.00,0.000000
1191,167.00,0.000000
1192,168.00,0.000000
1193,169.00,0.000000
1194,170.00,0.000000
1195,171.00,0.000000
1196,172.00,0.000000
1197,173.00,0.000000
1198,174.00,0.000000
1199,175.00,0.000000
1200,176.00,0.000000
1201,177.00,0.000000
1202,178.00,0.000000
1203,179.00,0.000000
1204,180.00,0.000000
1205,181.00,0.000000
1206,182.00,0.000000
1207,183.00,0.000000
1208,184.00,0.000000
1209,185.00,0.000000
1210,186.00,0.000000
1211,187.00,0.000000
1212,188.00,0.000000
1213,189.00,0.000000
1214,190.00,0.000000
1215,191.00,0.000000
1216,192.00,0.000000
1217,193.00,0.000000
1218,194.00,0.000000
1219,195.00,0.000000
1220,196.00,0.000000
1221,197.00,0.000000
1222,198.00,0.000000
1223,199.00,0.000000
1224,200.00,0.000000
1225,201.00,0.000000
1226,202.00,0.000000
1227,203.00,0.000000
